ggml_cuda_init: found 2 CUDA devices:
  Device 0: NVIDIA GeForce RTX 4090, compute capability 8.9, VMM: yes
  Device 1: NVIDIA GeForce RTX 4090, compute capability 8.9, VMM: yes
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,use_mmap,use_direct_io,embeddings,no_op_offload,no_host,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"06bf3796f","7958","Genuine Intel(R) CPU 0000%@","NVIDIA GeForce RTX 4090, NVIDIA GeForce RTX 4090","CUDA","/mnt/shared/gpt_oss-f16.gguf","gpt-oss 120B BF16","65355994368","116829156672","2048","512","16","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","0","0","0","0","0","512","0","0","2026-02-17T15:57:58Z","158927021","1641566","3221.834945","33.473102"
"06bf3796f","7958","Genuine Intel(R) CPU 0000%@","NVIDIA GeForce RTX 4090, NVIDIA GeForce RTX 4090","CUDA","/mnt/shared/gpt_oss-f16.gguf","gpt-oss 120B BF16","65355994368","116829156672","2048","512","16","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","0","0","0","0","0","2048","0","0","2026-02-17T15:57:59Z","450970848","12369163","4543.618769","126.080861"
"06bf3796f","7958","Genuine Intel(R) CPU 0000%@","NVIDIA GeForce RTX 4090, NVIDIA GeForce RTX 4090","CUDA","/mnt/shared/gpt_oss-f16.gguf","gpt-oss 120B BF16","65355994368","116829156672","2048","512","16","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","0","0","0","0","0","4096","0","0","2026-02-17T15:58:01Z","883986667","10335091","4633.973513","53.816717"
"06bf3796f","7958","Genuine Intel(R) CPU 0000%@","NVIDIA GeForce RTX 4090, NVIDIA GeForce RTX 4090","CUDA","/mnt/shared/gpt_oss-f16.gguf","gpt-oss 120B BF16","65355994368","116829156672","2048","512","16","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","0","0","0","0","0","8192","0","0","2026-02-17T15:58:04Z","1780144429","9543119","4601.962149","24.721786"
"06bf3796f","7958","Genuine Intel(R) CPU 0000%@","NVIDIA GeForce RTX 4090, NVIDIA GeForce RTX 4090","CUDA","/mnt/shared/gpt_oss-f16.gguf","gpt-oss 120B BF16","65355994368","116829156672","2048","512","16","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","0","0","0","0","0","16384","0","0","2026-02-17T15:58:11Z","3666273149","16055692","4468.900239","19.521728"
"06bf3796f","7958","Genuine Intel(R) CPU 0000%@","NVIDIA GeForce RTX 4090, NVIDIA GeForce RTX 4090","CUDA","/mnt/shared/gpt_oss-f16.gguf","gpt-oss 120B BF16","65355994368","116829156672","2048","512","16","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","0","0","0","0","0","32768","0","0","2026-02-17T15:58:26Z","7933073799","46789237","4130.651256","24.404786"
"06bf3796f","7958","Genuine Intel(R) CPU 0000%@","NVIDIA GeForce RTX 4090, NVIDIA GeForce RTX 4090","CUDA","/mnt/shared/gpt_oss-f16.gguf","gpt-oss 120B BF16","65355994368","116829156672","2048","512","16","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","0","0","0","0","0","0","128","0","2026-02-17T15:58:58Z","856776929","894115","149.397222","0.155815"
"06bf3796f","7958","Genuine Intel(R) CPU 0000%@","NVIDIA GeForce RTX 4090, NVIDIA GeForce RTX 4090","CUDA","/mnt/shared/gpt_oss-f16.gguf","gpt-oss 120B BF16","65355994368","116829156672","2048","512","16","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","0","0","0","0","0","0","512","0","2026-02-17T15:59:01Z","3454250598","5824907","148.223459","0.250165"
