        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Hot Spot [°C] , Memory Temperature [°C] , Fan 1 Speed (%) [%] , Fan 1 Speed (RPM) [RPM] , Fan 2 Speed (%) [%] , Fan 2 Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Board Power Draw [W] , GPU Chip Power Draw [W] , MVDDC Power Draw [W] , PWR_SRC Power Draw [W] , PWR_SRC Voltage [V] , PCIe Slot Power [W] , PCIe Slot Voltage [V] , 16-Pin Power [W] , 16-Pin Voltage [V] , Power Consumption (%) [% TDP] , PerfCap Reason [] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2026-02-12 13:00:36 ,         210.0   ,             50.6   ,               33.3   ,        41.5   ,                  32.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.2   ,                   2.7   ,                0.3   ,                  1.5   ,              12.2   ,               1.1   ,                12.1   ,            3.1   ,             12.1   ,                         0.9   ,              16   ,        0.8800   ,               27.0   ,                  9084   ,
2026-02-12 13:00:37 ,         210.0   ,             50.6   ,               33.3   ,        41.6   ,                  32.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.4   ,                   2.8   ,                0.4   ,                  1.6   ,              12.2   ,               1.2   ,                12.1   ,            3.2   ,             12.1   ,                         1.0   ,              16   ,        0.8800   ,               27.0   ,                  9082   ,
2026-02-12 13:00:38 ,         210.0   ,             50.6   ,               33.3   ,        41.5   ,                  32.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.1   ,                   2.7   ,                0.3   ,                  1.4   ,              12.1   ,               1.1   ,                12.1   ,            3.0   ,             12.1   ,                         0.9   ,              16   ,        0.8800   ,               28.0   ,                  9081   ,
2026-02-12 13:00:39 ,         210.0   ,             50.6   ,               33.3   ,        41.6   ,                  32.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.5   ,                   2.9   ,                0.4   ,                  1.6   ,              12.2   ,               1.2   ,                12.1   ,            3.3   ,             12.1   ,                         1.0   ,              16   ,        0.8800   ,               29.0   ,                  9101   ,
2026-02-12 13:00:40 ,         210.0   ,             50.6   ,               33.3   ,        41.6   ,                  32.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                3.9   ,                   2.7   ,                0.2   ,                  1.2   ,              12.2   ,               1.0   ,                12.1   ,            2.9   ,             12.1   ,                         0.9   ,              16   ,        0.8800   ,               32.0   ,                  9112   ,
2026-02-12 13:00:41 ,         210.0   ,             50.6   ,               33.3   ,        41.7   ,                  32.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                3.7   ,                   2.6   ,                0.2   ,                  1.1   ,              12.2   ,               0.9   ,                12.1   ,            2.8   ,             12.1   ,                         0.8   ,              16   ,        0.8800   ,               31.0   ,                  9161   ,
2026-02-12 13:00:42 ,         210.0   ,             50.6   ,               33.3   ,        41.6   ,                  32.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.2   ,                   2.8   ,                0.3   ,                  1.4   ,              12.2   ,               1.1   ,                12.1   ,            3.1   ,             12.1   ,                         0.9   ,              16   ,        0.8800   ,               32.0   ,                  9190   ,
2026-02-12 13:00:43 ,         210.0   ,             50.6   ,               33.4   ,        41.6   ,                  32.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.2   ,                   2.8   ,                0.3   ,                  1.4   ,              12.2   ,               1.1   ,                12.1   ,            3.2   ,             12.1   ,                         0.9   ,              16   ,        0.8800   ,               30.0   ,                  9205   ,
2026-02-12 13:00:44 ,         210.0   ,             50.6   ,               33.4   ,        41.6   ,                  32.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.3   ,                   2.8   ,                0.4   ,                  1.5   ,              12.1   ,               1.1   ,                12.1   ,            3.2   ,             12.1   ,                         1.0   ,              16   ,        0.8800   ,               28.0   ,                  9205   ,
2026-02-12 13:00:45 ,         210.0   ,             50.6   ,               33.4   ,        41.7   ,                  32.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.4   ,                   2.9   ,                0.5   ,                  1.5   ,              12.1   ,               1.1   ,                12.1   ,            3.3   ,             12.1   ,                         1.0   ,              16   ,        0.8800   ,               28.0   ,                  9204   ,
