        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Hot Spot [°C] , Memory Temperature [°C] , Fan 1 Speed (%) [%] , Fan 1 Speed (RPM) [RPM] , Fan 2 Speed (%) [%] , Fan 2 Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Board Power Draw [W] , GPU Chip Power Draw [W] , MVDDC Power Draw [W] , PWR_SRC Power Draw [W] , PWR_SRC Voltage [V] , PCIe Slot Power [W] , PCIe Slot Voltage [V] , 16-Pin Power [W] , 16-Pin Voltage [V] , Power Consumption (%) [% TDP] , PerfCap Reason [] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2026-02-12 13:20:31 ,         210.0   ,             50.6   ,               41.8   ,        50.3   ,                  44.0   ,                30   ,                  1082   ,                30   ,                  1064   ,            839   ,          0   ,                        0   ,                   0   ,                    0   ,                4.5   ,                   1.4   ,                1.3   ,                  3.1   ,              12.2   ,               1.8   ,                12.1   ,            2.7   ,             12.3   ,                         1.0   ,              16   ,        0.8700   ,               29.0   ,                  9564   ,
2026-02-12 13:20:32 ,         210.0   ,             50.6   ,               41.8   ,        50.2   ,                  44.0   ,                30   ,                  1081   ,                30   ,                  1063   ,            844   ,          8   ,                        8   ,                   0   ,                    0   ,                4.6   ,                   1.4   ,                1.4   ,                  3.2   ,              12.2   ,               1.8   ,                12.1   ,            2.8   ,             12.3   ,                         1.0   ,              16   ,        0.8700   ,               30.0   ,                  9566   ,
2026-02-12 13:20:33 ,         210.0   ,             50.6   ,               41.8   ,        50.2   ,                  46.0   ,                30   ,                  1086   ,                30   ,                  1064   ,            839   ,          3   ,                        3   ,                   0   ,                    0   ,                5.3   ,                   0.8   ,                2.8   ,                  4.6   ,              12.2   ,               1.8   ,                12.1   ,            3.5   ,             12.3   ,                         1.2   ,              16   ,        0.8700   ,               29.0   ,                  9564   ,
2026-02-12 13:20:34 ,         210.0   ,             50.6   ,               41.7   ,        50.1   ,                  44.0   ,                30   ,                  1081   ,                30   ,                  1063   ,            839   ,         13   ,                       10   ,                   0   ,                    0   ,                6.9   ,                   0.5   ,                4.6   ,                  6.4   ,              12.2   ,               1.8   ,                12.1   ,            5.1   ,             12.3   ,                         1.5   ,              16   ,        0.8700   ,               30.0   ,                  9563   ,
2026-02-12 13:20:35 ,         210.0   ,             50.6   ,               41.6   ,        50.1   ,                  44.0   ,                30   ,                  1078   ,                30   ,                  1062   ,            834   ,          1   ,                       17   ,                   0   ,                    0   ,                5.7   ,                   0.4   ,                3.5   ,                  5.4   ,              12.2   ,               1.8   ,                12.1   ,            3.9   ,             12.3   ,                         1.3   ,              16   ,        0.8700   ,               29.0   ,                  9562   ,
2026-02-12 13:20:36 ,         210.0   ,             50.6   ,               41.5   ,        49.9   ,                  44.0   ,                30   ,                  1076   ,                30   ,                  1062   ,            834   ,          0   ,                       19   ,                   0   ,                    0   ,                5.2   ,                   1.2   ,                2.2   ,                  3.9   ,              12.2   ,               1.8   ,                12.1   ,            3.4   ,             12.3   ,                         1.2   ,              16   ,        0.8700   ,               28.0   ,                  9559   ,
2026-02-12 13:20:37 ,         210.0   ,             50.6   ,               41.5   ,        49.8   ,                  44.0   ,                30   ,                  1078   ,                30   ,                  1063   ,            848   ,         14   ,                       17   ,                   0   ,                    1   ,                8.0   ,                   0.6   ,                5.5   ,                  7.4   ,              12.3   ,               1.9   ,                12.1   ,            6.8   ,             12.3   ,                         1.9   ,              16   ,        0.8700   ,               30.0   ,                  9575   ,
2026-02-12 13:20:38 ,         210.0   ,             50.6   ,               41.4   ,        49.7   ,                  44.0   ,                30   ,                  1080   ,                30   ,                  1063   ,            841   ,          5   ,                        8   ,                   0   ,                    1   ,                6.4   ,                   0.2   ,                4.3   ,                  6.2   ,              12.3   ,               1.9   ,                12.1   ,            4.5   ,             12.3   ,                         1.4   ,              16   ,        0.8700   ,               31.0   ,                  9578   ,
2026-02-12 13:20:39 ,         210.0   ,             50.6   ,               41.4   ,        49.7   ,                  44.0   ,                30   ,                  1084   ,                30   ,                  1062   ,            841   ,          7   ,                        4   ,                   0   ,                    2   ,                5.6   ,                   0.8   ,                2.9   ,                  4.8   ,              12.2   ,               1.8   ,                12.1   ,            3.7   ,             12.3   ,                         1.2   ,              16   ,        0.8700   ,               30.0   ,                  9749   ,
2026-02-12 13:20:40 ,         210.0   ,             50.6   ,               41.2   ,        49.5   ,                  44.0   ,                30   ,                  1087   ,                30   ,                  1062   ,            846   ,          5   ,                        5   ,                   0   ,                    2   ,                5.4   ,                   0.8   ,                2.7   ,                  4.6   ,              12.2   ,               1.8   ,                12.1   ,            3.5   ,             12.3   ,                         1.2   ,              16   ,        0.8700   ,               33.0   ,                  9988   ,
2026-02-12 13:20:41 ,        2520.0   ,           1312.7   ,               42.4   ,        50.2   ,                  46.0   ,                30   ,                  1082   ,                30   ,                  1062   ,            848   ,          0   ,                        0   ,                   0   ,                    0   ,               47.7   ,                  18.8   ,               23.1   ,                 28.9   ,              12.2   ,               5.9   ,                12.1   ,           41.8   ,             12.3   ,                        10.6   ,              16   ,        0.9500   ,               31.0   ,                 10068   ,
2026-02-12 13:20:42 ,        2520.0   ,           1312.7   ,               42.5   ,        50.2   ,                  46.0   ,                30   ,                  1080   ,                30   ,                  1062   ,            869   ,          0   ,                        0   ,                   0   ,                    0   ,               48.4   ,                  19.3   ,               23.3   ,                 29.1   ,              12.2   ,               5.8   ,                12.1   ,           42.6   ,             12.3   ,                        10.8   ,              16   ,        0.9500   ,               38.0   ,                 10040   ,
2026-02-12 13:20:43 ,        2520.0   ,           1312.7   ,               42.5   ,        50.3   ,                  46.0   ,                30   ,                  1082   ,                30   ,                  1062   ,            856   ,          0   ,                        0   ,                   0   ,                    0   ,               47.2   ,                  18.7   ,               22.7   ,                 28.5   ,              12.2   ,               5.8   ,                12.1   ,           41.4   ,             12.3   ,                        10.5   ,              16   ,        0.9500   ,               37.0   ,                 10201   ,
2026-02-12 13:20:44 ,         390.0   ,            101.3   ,               41.5   ,        49.8   ,                  46.0   ,                30   ,                  1077   ,                30   ,                  1062   ,            856   ,          0   ,                        0   ,                   0   ,                    0   ,               12.8   ,                   2.4   ,                8.0   ,                 10.4   ,              12.3   ,               2.4   ,                12.1   ,           10.4   ,             12.3   ,                         2.8   ,              16   ,        0.8850   ,               39.0   ,                 10339   ,
2026-02-12 13:20:45 ,         240.0   ,             50.6   ,               41.2   ,        49.6   ,                  44.0   ,                30   ,                  1081   ,                30   ,                  1063   ,            843   ,          3   ,                        4   ,                   0   ,                    0   ,                6.1   ,                   0.0   ,                4.3   ,                  6.1   ,              12.2   ,               1.8   ,                12.1   ,            4.3   ,             12.3   ,                         1.4   ,              16   ,        0.8700   ,               30.0   ,                 10333   ,
2026-02-12 13:20:46 ,         210.0   ,             50.6   ,               41.1   ,        49.3   ,                  44.0   ,                30   ,                  1078   ,                30   ,                  1063   ,            843   ,          0   ,                       15   ,                   0   ,                    0   ,                6.0   ,                   1.1   ,                3.0   ,                  4.9   ,              12.2   ,               1.8   ,                12.1   ,            4.1   ,             12.3   ,                         1.3   ,              16   ,        0.8700   ,               30.0   ,                 10332   ,
2026-02-12 13:20:47 ,        2520.0   ,           1281.5   ,               41.8   ,        49.6   ,                  44.0   ,                30   ,                  1081   ,                30   ,                  1062   ,           1243   ,          2   ,                        4   ,                   0   ,                    0   ,               27.9   ,                  10.5   ,               13.7   ,                 17.5   ,              12.2   ,               3.7   ,                12.1   ,           24.2   ,             12.3   ,                         6.2   ,              16   ,        0.9500   ,               38.0   ,                 10577   ,
2026-02-12 13:20:48 ,        2745.0   ,           1281.5   ,               42.8   ,        50.3   ,                  46.0   ,                30   ,                  1078   ,                30   ,                  1062   ,          11195   ,         43   ,                        3   ,                   0   ,                    1   ,               57.7   ,                  29.0   ,               22.8   ,                 28.7   ,              12.2   ,               5.8   ,                12.1   ,           51.9   ,             12.3   ,                        12.8   ,               4   ,        1.0500   ,               34.0   ,                 10840   ,
2026-02-12 13:20:49 ,        2745.0   ,           1281.5   ,               42.8   ,        50.4   ,                  46.0   ,                30   ,                  1080   ,                30   ,                  1062   ,          11195   ,          0   ,                        0   ,                   0   ,                    0   ,               57.5   ,                  28.8   ,               22.7   ,                 28.6   ,              12.2   ,               5.9   ,                12.1   ,           51.5   ,             12.3   ,                        12.8   ,               4   ,        1.0500   ,               43.0   ,                 11001   ,
2026-02-12 13:20:50 ,        2520.0   ,           1281.5   ,               42.4   ,        50.0   ,                  46.0   ,                30   ,                  1076   ,                30   ,                  1061   ,          11195   ,          0   ,                        0   ,                   0   ,                    0   ,               47.3   ,                  18.7   ,               22.7   ,                 28.6   ,              12.2   ,               5.9   ,                12.1   ,           41.4   ,             12.3   ,                        10.5   ,              16   ,        0.9500   ,               40.0   ,                 11017   ,
