        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Hot Spot [°C] , Memory Temperature [°C] , Fan 1 Speed (%) [%] , Fan 1 Speed (RPM) [RPM] , Fan 2 Speed (%) [%] , Fan 2 Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Board Power Draw [W] , GPU Chip Power Draw [W] , MVDDC Power Draw [W] , PWR_SRC Power Draw [W] , PWR_SRC Voltage [V] , PCIe Slot Power [W] , PCIe Slot Voltage [V] , 16-Pin Power [W] , 16-Pin Voltage [V] , Power Consumption (%) [% TDP] , PerfCap Reason [] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2026-02-12 18:17:45 ,         210.0   ,             50.6   ,               31.8   ,        40.0   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.5   ,                   3.0   ,                0.8   ,                  1.5   ,              12.1   ,               0.7   ,                12.1   ,            3.8   ,             12.1   ,                         1.5   ,              16   ,        0.8800   ,               30.0   ,                 10438   ,
2026-02-12 18:17:46 ,         210.0   ,             50.6   ,               31.8   ,        40.0   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.5   ,                   3.1   ,                0.8   ,                  1.4   ,              12.1   ,               0.5   ,                12.1   ,            3.9   ,             12.1   ,                         1.4   ,              16   ,        0.8800   ,               30.0   ,                 10438   ,
2026-02-12 18:17:47 ,         210.0   ,             50.6   ,               31.8   ,        39.9   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.1   ,                   2.9   ,                0.7   ,                  1.2   ,              12.3   ,               0.5   ,                12.1   ,            3.7   ,             12.1   ,                         1.5   ,              16   ,        0.8800   ,               35.0   ,                 10499   ,
2026-02-12 18:17:48 ,         210.0   ,             50.6   ,               31.8   ,        40.0   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.2   ,                   3.0   ,                0.6   ,                  1.2   ,              12.2   ,               0.6   ,                12.1   ,            3.6   ,             12.1   ,                         1.5   ,              16   ,        0.8800   ,               32.0   ,                 10741   ,
2026-02-12 18:17:49 ,         210.0   ,             50.6   ,               31.8   ,        39.9   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.3   ,                   3.0   ,                0.7   ,                  1.3   ,              12.3   ,               0.6   ,                12.1   ,            3.7   ,             12.1   ,                         1.5   ,              16   ,        0.8800   ,               35.0   ,                 10914   ,
2026-02-12 18:17:50 ,         210.0   ,             50.6   ,               31.8   ,        40.0   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.2   ,                   3.0   ,                0.6   ,                  1.2   ,              12.2   ,               0.6   ,                12.1   ,            3.7   ,             12.1   ,                         0.9   ,              16   ,        0.8800   ,               34.0   ,                 11314   ,
2026-02-12 18:17:51 ,         210.0   ,             50.6   ,               31.8   ,        40.0   ,                  32.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.2   ,                   3.0   ,                0.6   ,                  1.2   ,              12.2   ,               0.6   ,                12.1   ,            3.6   ,             12.1   ,                         0.9   ,              16   ,        0.8800   ,               36.0   ,                 11483   ,
2026-02-12 18:17:52 ,         210.0   ,             50.6   ,               31.8   ,        40.0   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.8   ,                   3.2   ,                0.8   ,                  1.6   ,              12.2   ,               0.7   ,                12.1   ,            4.0   ,             12.1   ,                         1.5   ,              16   ,        0.8800   ,               38.0   ,                 11705   ,
2026-02-12 18:17:53 ,         210.0   ,             50.6   ,               31.8   ,        40.2   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.3   ,                   3.1   ,                0.7   ,                  1.3   ,              12.2   ,               0.5   ,                12.1   ,            3.8   ,             12.1   ,                         1.0   ,              16   ,        0.8800   ,               37.0   ,                 11928   ,
2026-02-12 18:17:54 ,         210.0   ,             50.6   ,               31.8   ,        40.1   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.4   ,                   3.2   ,                0.8   ,                  1.3   ,              12.2   ,               0.5   ,                12.1   ,            4.0   ,             12.1   ,                         1.0   ,              16   ,        0.8800   ,               36.0   ,                 11603   ,
2026-02-12 18:17:55 ,         210.0   ,             50.6   ,               31.8   ,        40.0   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                3.9   ,                   2.8   ,                0.4   ,                  1.1   ,              12.2   ,               0.8   ,                12.1   ,            3.1   ,             12.1   ,                         0.9   ,              16   ,        0.8800   ,               40.0   ,                 11698   ,
2026-02-12 18:17:56 ,         210.0   ,             50.6   ,               31.8   ,        40.0   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                3.6   ,                   2.6   ,                0.2   ,                  1.0   ,              12.2   ,               0.7   ,                12.1   ,            5.6   ,             12.1   ,                         1.4   ,              16   ,        0.8800   ,               39.0   ,                 11876   ,
2026-02-12 18:17:57 ,         210.0   ,             50.6   ,               31.8   ,        40.0   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                3.4   ,                   2.6   ,                0.2   ,                  0.8   ,              12.3   ,               0.6   ,                12.1   ,            5.5   ,             12.1   ,                         1.4   ,              16   ,        0.8800   ,               41.0   ,                 11859   ,
2026-02-12 18:17:58 ,         210.0   ,             50.6   ,               31.8   ,        40.0   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                3.0   ,                   2.5   ,                0.0   ,                  0.5   ,              12.2   ,               0.6   ,                12.1   ,            5.6   ,             12.1   ,                         1.4   ,              16   ,        0.8800   ,               40.0   ,                 11872   ,
