        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Hot Spot [°C] , Memory Temperature [°C] , Fan 1 Speed (%) [%] , Fan 1 Speed (RPM) [RPM] , Fan 2 Speed (%) [%] , Fan 2 Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Board Power Draw [W] , GPU Chip Power Draw [W] , MVDDC Power Draw [W] , PWR_SRC Power Draw [W] , PWR_SRC Voltage [V] , PCIe Slot Power [W] , PCIe Slot Voltage [V] , 16-Pin Power [W] , 16-Pin Voltage [V] , Power Consumption (%) [% TDP] , PerfCap Reason [] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2026-02-12 18:13:52 ,         210.0   ,             50.6   ,               32.2   ,        40.4   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                3.5   ,                   3.4   ,                1.1   ,                  1.7   ,              12.2   ,               0.6   ,                12.1   ,            4.6   ,             12.1   ,                         1.1   ,              16   ,        0.8800   ,               28.0   ,                 10377   ,
2026-02-12 18:13:53 ,         210.0   ,             50.6   ,               32.2   ,        40.3   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                3.8   ,                   2.7   ,                0.3   ,                  1.1   ,              12.2   ,               0.8   ,                12.1   ,            5.1   ,             12.1   ,                         1.3   ,              16   ,        0.8800   ,               30.0   ,                 10381   ,
2026-02-12 18:13:54 ,         210.0   ,             50.6   ,               32.2   ,        40.5   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                3.7   ,                   2.7   ,                0.3   ,                  1.0   ,              12.2   ,               0.7   ,                12.1   ,            5.0   ,             12.1   ,                         1.3   ,              16   ,        0.8800   ,               28.0   ,                 10388   ,
2026-02-12 18:13:55 ,         210.0   ,             50.6   ,               32.2   ,        40.4   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                4.8   ,                   3.3   ,                0.9   ,                  1.5   ,              12.2   ,               0.6   ,                12.1   ,            4.1   ,             12.1   ,                         1.1   ,              16   ,        0.8800   ,               30.0   ,                 10386   ,
2026-02-12 18:13:56 ,         210.0   ,             50.6   ,               32.2   ,        40.5   ,                  32.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                3.6   ,                   2.7   ,                0.3   ,                  0.9   ,              12.2   ,               0.7   ,                12.1   ,            5.1   ,             12.1   ,                         1.3   ,              16   ,        0.8800   ,               33.0   ,                 10419   ,
2026-02-12 18:13:57 ,         210.0   ,             50.6   ,               32.2   ,        40.3   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                5.0   ,                   3.4   ,                1.0   ,                  1.6   ,              12.2   ,               0.6   ,                12.1   ,            4.4   ,             12.1   ,                         1.1   ,              16   ,        0.8800   ,               33.0   ,                 10443   ,
2026-02-12 18:13:58 ,         210.0   ,             50.6   ,               32.2   ,        40.4   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                3.9   ,                   2.7   ,                0.4   ,                  1.2   ,              12.2   ,               0.7   ,                12.1   ,            5.2   ,             12.1   ,                         1.3   ,              16   ,        0.8800   ,               31.0   ,                 10478   ,
2026-02-12 18:13:59 ,         210.0   ,             50.6   ,               32.1   ,        40.4   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                3.6   ,                   2.6   ,                0.3   ,                  0.9   ,              12.2   ,               0.9   ,                12.1   ,            5.2   ,             12.1   ,                         1.3   ,              16   ,        0.8800   ,               30.0   ,                 10538   ,
2026-02-12 18:14:00 ,        2520.0   ,           1312.7   ,               33.2   ,        40.8   ,                  32.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          2   ,                        0   ,                   0   ,                    0   ,               54.8   ,                  27.1   ,               22.9   ,                 27.7   ,              12.1   ,               4.8   ,                12.1   ,           50.0   ,             12.1   ,                        12.2   ,              16   ,        0.9500   ,               36.0   ,                 10639   ,
2026-02-12 18:14:01 ,        2520.0   ,           1312.7   ,               33.6   ,        41.2   ,                  32.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,               53.2   ,                  25.3   ,               23.0   ,                 27.8   ,              12.1   ,               4.8   ,                12.1   ,           48.3   ,             12.1   ,                        12.1   ,              16   ,        0.9500   ,               31.0   ,                 10584   ,
