        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Hot Spot [°C] , Memory Temperature [°C] , Fan 1 Speed (%) [%] , Fan 1 Speed (RPM) [RPM] , Fan 2 Speed (%) [%] , Fan 2 Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Board Power Draw [W] , GPU Chip Power Draw [W] , MVDDC Power Draw [W] , PWR_SRC Power Draw [W] , PWR_SRC Voltage [V] , PCIe Slot Power [W] , PCIe Slot Voltage [V] , 16-Pin Power [W] , 16-Pin Voltage [V] , Power Consumption (%) [% TDP] , PerfCap Reason [] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2026-02-12 18:10:19 ,         210.0   ,             50.6   ,               32.0   ,        40.3   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                3.3   ,                   2.6   ,                0.2   ,                  0.8   ,              12.1   ,               0.6   ,                12.1   ,            2.8   ,             12.1   ,                         1.4   ,              16   ,        0.8800   ,               29.0   ,                 10025   ,
2026-02-12 18:10:20 ,        2520.0   ,           1312.7   ,               32.8   ,        40.6   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            822   ,          8   ,                        1   ,                   0   ,                    0   ,               32.0   ,                  16.7   ,               12.8   ,                 15.3   ,              12.1   ,               2.6   ,                12.1   ,           29.5   ,             12.1   ,                         7.1   ,              16   ,        0.9500   ,               34.0   ,                 10138   ,
2026-02-12 18:10:21 ,        2520.0   ,           1312.7   ,               33.4   ,        41.0   ,                  32.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            824   ,          0   ,                        0   ,                   0   ,                    0   ,               53.4   ,                  25.4   ,               23.0   ,                 27.9   ,              12.1   ,               4.9   ,                12.1   ,           48.4   ,             12.1   ,                        11.9   ,              16   ,        0.9500   ,               38.0   ,                 10141   ,
2026-02-12 18:10:22 ,        2520.0   ,           1312.7   ,               33.5   ,        41.1   ,                  32.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,               53.1   ,                  25.5   ,               22.8   ,                 27.6   ,              12.1   ,               4.8   ,                12.1   ,           48.3   ,             12.1   ,                        11.8   ,              16   ,        0.9500   ,               36.0   ,                 10030   ,
2026-02-12 18:10:23 ,        2520.0   ,           1312.7   ,               33.6   ,        41.3   ,                  32.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            824   ,          0   ,                        0   ,                   0   ,                    0   ,               53.2   ,                  25.5   ,               23.0   ,                 27.7   ,              12.1   ,               4.7   ,                12.1   ,           48.4   ,             12.1   ,                        11.8   ,              16   ,        0.9500   ,               35.0   ,                 10159   ,
2026-02-12 18:10:24 ,        2520.0   ,           1312.7   ,               33.7   ,        41.5   ,                  34.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          2   ,                        0   ,                   0   ,                    0   ,               53.2   ,                  25.6   ,               22.8   ,                 27.6   ,              12.1   ,               4.8   ,                12.1   ,           48.4   ,             12.1   ,                        11.8   ,              16   ,        0.9500   ,               29.0   ,                 10042   ,
2026-02-12 18:10:25 ,        2520.0   ,           1312.7   ,               33.8   ,        41.4   ,                  34.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,               52.8   ,                  25.1   ,               22.9   ,                 27.6   ,              12.1   ,               4.7   ,                12.1   ,           48.0   ,             12.1   ,                        11.7   ,              16   ,        0.9500   ,               32.0   ,                 10062   ,
2026-02-12 18:10:26 ,         435.0   ,            101.3   ,               32.9   ,        41.1   ,                  32.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                6.6   ,                   4.2   ,                0.2   ,                  2.4   ,              12.1   ,               2.2   ,                12.1   ,            4.4   ,             12.1   ,                         1.5   ,              16   ,        0.8950   ,               30.0   ,                 10067   ,
2026-02-12 18:10:27 ,         255.0   ,             50.6   ,               32.6   ,        40.8   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                3.5   ,                   2.6   ,                0.2   ,                  0.8   ,              12.1   ,               0.6   ,                12.1   ,            2.9   ,             12.1   ,                         0.8   ,              16   ,        0.8800   ,               29.0   ,                 10037   ,
2026-02-12 18:10:28 ,         210.0   ,             50.6   ,               32.5   ,        40.7   ,                  30.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            434   ,          0   ,                        0   ,                   0   ,                    0   ,                3.6   ,                   2.7   ,                0.3   ,                  0.9   ,              12.3   ,               0.6   ,                12.1   ,            3.0   ,             12.1   ,                         0.8   ,              16   ,        0.8800   ,               29.0   ,                 10042   ,
