        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Hot Spot [°C] , Memory Temperature [°C] , Fan 1 Speed (%) [%] , Fan 1 Speed (RPM) [RPM] , Fan 2 Speed (%) [%] , Fan 2 Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Board Power Draw [W] , GPU Chip Power Draw [W] , MVDDC Power Draw [W] , PWR_SRC Power Draw [W] , PWR_SRC Voltage [V] , PCIe Slot Power [W] , PCIe Slot Voltage [V] , 16-Pin Power [W] , 16-Pin Voltage [V] , Power Consumption (%) [% TDP] , PerfCap Reason [] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2026-02-11 18:12:53 ,         210.0   ,             50.6   ,               38.2   ,        46.7   ,                  46.0   ,                30   ,                  2001   ,                30   ,                     0   ,            534   ,          0   ,                        0   ,                   0   ,                    0   ,               19.7   ,                  11.0   ,                7.3   ,                  9.6   ,              12.3   ,               2.3   ,                12.2   ,           19.2   ,             12.2   ,                         4.8   ,              16   ,        0.8750   ,               29.0   ,                  9911   ,
2026-02-11 18:12:54 ,         210.0   ,             50.6   ,               38.1   ,        46.7   ,                  46.0   ,                30   ,                  2001   ,                30   ,                     0   ,            534   ,          0   ,                        0   ,                   0   ,                    0   ,               19.9   ,                  11.2   ,                6.4   ,                  8.7   ,              12.3   ,               2.3   ,                12.2   ,           20.3   ,             12.2   ,                         5.0   ,              16   ,        0.8750   ,               29.0   ,                  9910   ,
2026-02-11 18:12:55 ,         210.0   ,             50.6   ,               38.0   ,        46.7   ,                  46.0   ,                30   ,                  2000   ,                30   ,                     0   ,            534   ,          0   ,                        0   ,                   0   ,                    0   ,               22.0   ,                  12.7   ,                7.0   ,                  9.3   ,              12.3   ,               2.3   ,                12.2   ,           19.7   ,             12.2   ,                         4.9   ,              16   ,        0.8750   ,               29.0   ,                  9905   ,
2026-02-11 18:12:56 ,         210.0   ,             50.6   ,               38.0   ,        46.5   ,                  46.0   ,                30   ,                  1999   ,                30   ,                     0   ,            534   ,          0   ,                        0   ,                   0   ,                    0   ,               20.7   ,                  11.8   ,                6.7   ,                  9.0   ,              12.3   ,               2.3   ,                12.2   ,           18.4   ,             12.2   ,                         4.6   ,              16   ,        0.8750   ,               29.0   ,                  9908   ,
2026-02-11 18:12:57 ,         210.0   ,             50.6   ,               37.9   ,        46.5   ,                  46.0   ,                30   ,                  1999   ,                30   ,                     0   ,            534   ,          0   ,                        0   ,                   0   ,                    0   ,               19.8   ,                  10.9   ,                6.7   ,                  8.9   ,              12.3   ,               2.2   ,                12.2   ,           17.6   ,             12.2   ,                         4.4   ,              16   ,        0.8750   ,               30.0   ,                  9906   ,
2026-02-11 18:12:58 ,         210.0   ,             50.6   ,               37.8   ,        46.5   ,                  44.0   ,                30   ,                  1999   ,                30   ,                     0   ,            534   ,          0   ,                        0   ,                   0   ,                    0   ,               20.3   ,                  11.4   ,                6.7   ,                  8.9   ,              12.3   ,               2.2   ,                12.2   ,           18.0   ,             12.2   ,                         4.5   ,              16   ,        0.8750   ,               29.0   ,                  9906   ,
2026-02-11 18:12:59 ,         210.0   ,             50.6   ,               37.8   ,        46.3   ,                  46.0   ,                30   ,                  2002   ,                30   ,                     0   ,            534   ,          0   ,                        0   ,                   0   ,                    0   ,               19.8   ,                  11.0   ,                6.6   ,                  8.7   ,              12.3   ,               2.2   ,                12.2   ,           17.6   ,             12.2   ,                         4.4   ,              16   ,        0.8750   ,               29.0   ,                  9906   ,
2026-02-11 18:13:00 ,         210.0   ,             50.6   ,               37.7   ,        46.2   ,                  44.0   ,                30   ,                  2000   ,                30   ,                     0   ,            534   ,          0   ,                        0   ,                   0   ,                    0   ,               20.1   ,                  11.3   ,                6.6   ,                  8.8   ,              12.3   ,               2.3   ,                12.2   ,           17.9   ,             12.2   ,                         4.5   ,              16   ,        0.8750   ,               29.0   ,                  9902   ,
2026-02-11 18:13:01 ,         210.0   ,             50.6   ,               37.6   ,        46.1   ,                  46.0   ,                30   ,                  1998   ,                30   ,                     0   ,            534   ,          0   ,                        0   ,                   0   ,                    0   ,               20.5   ,                  11.6   ,                6.6   ,                  8.9   ,              12.3   ,               2.3   ,                12.2   ,           18.2   ,             12.2   ,                         4.6   ,              16   ,        0.8750   ,               29.0   ,                  9900   ,
2026-02-11 18:13:02 ,         210.0   ,             50.6   ,               37.6   ,        46.2   ,                  46.0   ,                30   ,                  1998   ,                30   ,                     0   ,            534   ,          0   ,                        0   ,                   0   ,                    0   ,               23.1   ,                  13.7   ,                7.1   ,                  9.4   ,              12.3   ,               2.3   ,                12.2   ,           20.8   ,             12.2   ,                         5.1   ,              16   ,        0.8750   ,               31.0   ,                  9983   ,
